0000, 3590
13f3, cba8
13f4, 8aeb
13f5, 251b
13f6, e86b
13f7, 9181
13f8, c191
13f9, 9b1b
13fa, 31bb
13fb, a47a
13fc, 421e
13fd, e4c1
13fe, 7a11
13ff, 8c81
1400, bc46
1401, 190c
1402, d437
1403, 9990
1404, 380c
1405, 87ea
1406, a9f6
1407, 2c96
1408, 7449
1409, 2890
140a, 4789
140b, 6437
140c, 69e1
140d, a449
140e, 8157
140f, 5157
1410, 864d
1411, 8c30
1412, 8806
1413, 4eb3
1414, 5839
1415, ff74
1416, 5696
1417, f52f
1418, 45d4
1419, 2324
141a, 3689
141b, b9cf
141c, 24a2
141d, 5b40
141e, f4cf
141f, 385d
1420, 2971
1421, 4007
1422, fd5c
1423, 49ca
1424, f6ec
1425, bb3c
1426, 49c7
1427, 29a1
1428, b41c
1429, bfac
142a, fa7c
142b, bd5c
142c, 400a
142d, f41c
142e, 2031
142f, 20e1
1430, e911
1431, 324e
1432, 4d8c
1433, ab75
1434, 858b
1435, 2abb
1436, 38be
1437, 7741
1438, 918c
1439, 767b
143a, 872b
143b, 9e2c
143c, 4fb5
143d, 341c
143e, 75b1
143f, 2081
1440, 8577
1441, f110
1442, 62e0
1443, 63af
1444, 2a8b
1445, 8d30
1446, 015f
1447, 8863
1448, 6703
1449, 8eac
144a, ec22
144b, 47c9
144c, 6330
144d, 627f
144e, bf9e
144f, 80ed
1450, ec46
1451, bb66
1452, c437
1453, 6b29
1454, 42e8
1455, 3272
1456, 5bbc
1457, ca76
1458, a44e
1459, 8528
145a, e5e2
145b, d432
145c, 1bc7
145d, 0449
145e, 0427
145f, 4157
1460, 275d
1461, 24f2
1462, bb9d
1463, fc09
1464, ff44
1465, 2089
1466, 4ee3
1467, be0f
1468, f50f
1469, b139
146a, 2354
146b, 4944
146c, 468d
146d, 4859
146e, b98f
146f, fd4d
1470, ea27
1471, a99d
1472, 9480
1473, 6963
1474, 4740
1475, b899
1476, 6962
1477, 8ad7
1478, 142f
1479, 8f6a
147a, 39bc
147b, c480
147c, a999
147d, 042f
147e, bcfd
147f, 2c8d
1480, 892d
1481, 36fd
1482, 3b49
1483, 911f
1484, 5089
1485, 25b4
1486, 3add
1487, 9c7f
1488, a7c2
1489, 7774
148a, 5929
148b, 4562
148c, fe2f
148d, 3fb9
148e, f3bf
148f, 808d
1490, 237d
1491, fe5f
1492, 48e0
1493, 43a0
1494, 25e4
1495, 2839
1496, f11f
1497, b8af
1498, 47c3
1499, 22a9
149a, 2774
149b, 4503
149c, 4c30
149d, 4270
149e, b23f
149f, 2ced
14a0, ba27
14a1, 3bba
14a2, 6480
14a3, 3b4f
14a4, 85e4
14a5, 85bb
14a6, abee
14a7, dc57
14a8, 545c
14a9, 1072
14aa, b0b8
14ab, 9485
14ac, 6bb0
14ad, a42f
14ae, 7a1d
14af, 8c8d
14b0, 8056
14b1, e1d7
14b2, 1297
14b3, 0309
14b4, 5452
14b5, 868c
14b6, 4179
14b7, 2f95
14b8, f7c0
14b9, ed09
14ba, ba48
14bb, 37b1
14bc, 6387
14bd, 6259
14be, 89e3
14bf, 3b47
14c0, 2651
14c1, b79c
14c2, 21f7
14c3, f00c
14c4, f19c
14c5, b78c
14c6, 4031
14c7, b631
14c8, 2dea
14c9, bd0c
14ca, f05c
14cb, 41f7
14cc, 4741
14cd, 4dea
14ce, 2881
14cf, f841
14d0, b5b6
14d1, 6337
14d2, 62ea
14d3, 515f
14d4, 365c
14d5, 2a1b
14d6, a3db
14d7, 67bf
14d8, 3702
14d9, dc22
14da, 4320
14db, a7cd
14dc, 9110
14dd, a2be
14de, 4975
14df, 80e1
14e0, e0e7
14e1, c330
14e2, c206
14e3, a179
14e4, 4d30
14e5, 5422
14e6, 0301
14e7, 491e
14e8, a7a6
14e9, ba78
14ea, 56ea
14eb, 176c
14ec, d1d7
14ed, 02ec
14ee, 3f6f
14ef, 4be6
14f0, b681
14f1, 8f08
14f2, 81f7
14f3, 4f2e
14f4, 3f5b
14f5, fe7b
14f6, 5245
14f7, 7321
14f8, aeba
14f9, 292b
14fa, 834b
14fb, 74a7
14fc, b2cb
14fd, fd4a
14fe, 9f71
14ff, 5881
1500, c8f4
1501, 501c
1502, e727
1503, 1c53
1504, 40a6
1505, fcca
1506, 0bff
1507, 9d98
1508, 1d84
1509, 9c44
150a, c0fe
150b, 86a1
150c, 81da
150d, 0852
150e, 2d79
150f, 481a
1510, bdd8
1511, 3ca1
1512, 3129
1513, 2ff7
1514, 4a34
1515, 0f2c
1516, 1cf3
1517, d0fc
1518, 25f0
1519, d837
151a, bcd3
151b, 95fb
151c, 9f8f
151d, 1138
151e, 05a7
151f, 4e5e
1520, 21cb
1521, 973b
1522, 9b5f
1523, 9054
1524, 50db
1525, 4cae
1526, 7c05
1527, 5bd8
1528, 9838
1529, f718
152a, e665
152b, c15e
152c, a633
152d, 7d02
152e, 8d2e
152f, f815
1530, 88ab
1531, a3c2
1532, ad4f
1533, 2f06
1534, 3acd
1535, 0d59
1536, c5af
1537, d06e
1538, 270e
1539, db06
153a, 89a0
153b, fc38
153c, f459
153d, cbf2
153e, 06d8
153f, 3175
1540, 713b
1541, 032e
1542, d658
1543, 1055
1544, aa68
1545, 9705
1546, 026e
1547, af68
1548, 122b
1549, a7e8
154a, 7ad5
154b, 136b
154c, 1d05
154d, 0be8
154e, 7fb5
154f, a1ee
1550, d892
1551, aaec
1552, bcb7
1553, 5e81
1554, 0997
1555, ae4e
1556, a46f
1557, b69e
1558, 5df3
1559, be96
155a, d9cf
155b, 061a
155c, d384
155d, a1e2
155e, a6c6
155f, 587c
1560, eda4
1561, 93f6
1562, fd19
1563, a64b
1564, 56f1
1565, 339f
1566, 73ae
1567, 3ec7
1568, aecb
1569, 3672
156a, e3aa
156b, ce40
156c, 46c0
156d, 7df8
156e, 8d4c
156f, 5e83
1570, cb02
1571, 0055
1572, 778b
1573, 778e
1574, a738
1575, 9603
1576, 0d05
1577, a13b
1578, db58
1579, a652
157a, c705
157b, 1638
157c, c1fe
157d, 914b
157e, 71ee
157f, ab53
1580, ebd4
1581, a6f4
1582, 6d8e
1583, 2e07
1584, 3ca8
1585, 9880
1586, 70f3
1587, d600
1588, 2a00
1589, 719d
158a, e7ae
158b, f93d
158c, f25c
158d, dbf8
158e, 003d
158f, 3d23
1590, eb68
1591, 9ad8
1592, 915e
1593, a75b
1594, 53d6
1595, 3665
1596, 796e
1597, 32dd
1598, afdb
1599, 302b
159a, e569
159b, c4b5
159c, ac05
159d, 7808
159e, 8eb0
159f, 5d2e
15a0, cb94
15a1, 6a75
15a2, 1c4b
15a3, 52e6
15a4, 95c2
15a5, 44e9
15a6, 6fa5
15a7, 2c35
15a8, 5b0e
15a9, 243d
15aa, c5c3
15ab, 565e
15ac, e356
15ad, 688b
15ae, 4c08
15af, 9b4f
15b0, cd98
15b1, 038a
15b2, e611
15b3, 164f
15b4, a396
15b5, f0c0
15b6, 0ea3
15b7, 92cb
15b8, 1e72
15b9, 904b
15ba, c3ce
15bb, 1397
15bc, 8dcc
15bd, 0d84
15be, 7240
15bf, 4d79
15c0, e8d2
15c1, f0ad
15c2, f81c
15c3, ac84
15c4, 55f2
15c5, 3a33
15c6, 70f5
15c7, 3da4
15c8, adf8
15c9, 3c24
15ca, e0af
15cb, bd19
15cc, 4caa
15cd, 78f2
15ce, 8e83
15cf, 5f5f
15d0, 1dfb
15d1, 6c8e
15d2, 1654
15d3, f44d
15d4, 9694
15d5, 425a
15d6, 08fe
15d7, b900
15d8, 5e00
15d9, b207
15da, c6ff
15db, 5550
15dc, 298d
15dd, 0b54
15de, 4936
15df, 0d4e
15e0, d108
15e1, 4c2a
15e2, b626
15e3, 5f57
15e4, 5cc1
15e5, af83
15e6, a133
15e7, b5f9
15e8, 52fc
15e9, bff1
15ea, dc93
15eb, 058f
15ec, d952
15ed, ad58
15ee, a5f8
15ef, 51b9
15f0, b162
15f1, 6a97
15f2, 317c
15f3, 2ef6
15f4, 4c07
15f5, 0e1a
15f6, 1acf
15f7, d6a3
15f8, 26fe
15f9, ddf1
15fa, ba6c
15fb, 96a6
15fc, 9e8e
15fd, 1192
15fe, 53a4
15ff, 44ef
1600, 01e1
1601, 0394
1602, 04e3
1603, f3e6
1604, 037a
1605, 7e69
1606, e39a
1607, 71e1
1608, f401
1609, 76e9
160a, 0d9a
160b, 74e3
160c, 930e
160d, e401
160e, 7a61
160f, dab1
1610, 085d
1611, 69a1
1612, 6f29
1613, 3728
1614, 091c
1615, ef35
1616, 17fa
1617, e812
1618, 38a4
1619, e725
161a, 08fc
161b, 8f83
161c, 393e
161d, 1836
161e, e9f2
161f, d92d
1620, 9b51
1621, 9c06
1622, 9dea
1623, 668d
1624, ac59
1625, 1df9
1626, cc30
1627, 7b81
1628, adf7
1629, d089
162a, 9839
162b, 7d4a
162c, 0699
162d, cd37
162e, c6f1
162f, c651
1630, 9b41
1631, a6c4
1632, ad4a
1633, f612
1634, 9613
1635, 2da3
1636, 76af
1637, 2271
1638, fea7
1639, 2073
163a, 9bc3
163b, be7a
163c, 46c3
163d, 7df7
163e, 23a1
163f, 7681
1640, 6be6
1641, 500b
1642, 52e0
1643, 3946
1644, 00b5
1645, d890
1646, 800e
1647, 1878
1648, 3898
1649, 1749
164a, 6b6e
164b, e845
164c, 5990
164d, 8206
164e, d7cb
164f, d0ed
1650, a1e1
1651, ac61
1652, a4e3
1653, ace4
1654, 4ab3
1655, b403
1656, bc03
1657, b4b1
1658, a464
1659, bcb3
165a, a163
165b, c4ea
165c, 4c6a
165d, b401
165e, bc01
165f, cab1
1660, ad4d
1661, f5cb
1662, 9270
1663, 0747
1664, 4375
1665, 14cc
1666, 70c5
1667, 1172
1668, 08c2
1669, 1c4c
166a, adc5
166b, ef7f
166c, 09cc
166d, 7b9d
166e, 8ac2
166f, c37d
1670, a18d
1671, 5306
1672, f449
1673, 3357
1674, 06e9
1675, dd0a
1676, 8330
1677, 118d
1678, 34fd
1679, 165c
167a, 6d30
167b, e449
167c, 530a
167d, b4fd
167e, dc96
167f, 7c46
1680, 0d4d
1681, a0f1
1682, 6b89
1683, 307b
1684, 908c
1685, eba5
1686, c09c
1687, 2d72
1688, 4bc2
1689, e675
168a, 9d9c
168b, bb13
168c, 30ae
168d, 1b9d
168e, 20a2
168f, d08d
1690, a85d
1691, 976b
1692, 98e0
1693, a041
1694, acb5
1695, cd9c
1696, c76e
1697, cb12
1698, abc4
1699, c08c
169a, a8d5
169b, 7b7f
169c, 909c
169d, c806
169e, c6c2
169f, cced
16a0, 018d
16a1, 3c98
16a2, 3449
16a3, 0c8b
16a4, 6c7e
16a5, 81ce
16a6, ecf5
16a7, e41d
16a8, 04ab
16a9, ec15
16aa, 01a5
16ab, 147e
16ac, 6c9e
16ad, e4fd
16ae, 8ac6
16af, 1c46
16b0, 0b47
16b1, 00c7
16b2, 024f
16b3, f9e7
16b4, 557f
16b5, 7f6c
16b6, e09f
16b7, 78b2
16b8, f802
16b9, 77ec
16ba, 0bcf
16bb, 78bc
16bc, 990f
16bd, e297
16be, 2962
16bf, d577
16c0, a181
16c1, 93c6
16c2, 947a
16c3, 0ce6
16c4, a319
16c5, 14d9
16c6, 7699
16c7, 1181
16c8, 0191
16c9, 1c59
16ca, adf9
16cb, d47a
16cc, 0a69
16cd, 7191
16ce, 1aa1
16cf, ca11
16d0, 6be7
16d1, 39f6
16d2, 325a
16d3, 60e2
16d4, 6789
16d5, 8bd3
16d6, 8990
16d7, 887b
16d8, 689b
16d9, 80bf
16da, 6890
16db, 188e
16dc, 6033
16dd, 8207
16de, 87a8
16df, 1051
16e0, ab56
16e1, a934
16e2, a25e
16e3, a058
16e4, a92a
16e5, b23e
16e6, b93a
16e7, b824
16e8, a834
16e9, b02e
16ea, a83a
16eb, b82a
16ec, 40d9
16ed, b236
16ee, b934
16ef, c526
16f0, 0181
16f1, 3ac4
16f2, 647a
16f3, 3c74
16f4, 5a13
16f5, e4f3
16f6, 1cc3
16f7, e411
16f8, 34c1
16f9, ec13
16fa, 01a3
16fb, 814a
16fc, 3a93
16fd, 1191
16fe, ecf1
16ff, da11
1700, b988
1701, 80cc
1702, 8867
1703, fcc9
1704, 329f
1705, 8a5f
1706, 30d6
1707, e308
1708, edb9
1709, 249e
170a, 355e
170b, 3da7
170c, 3c27
170d, 4819
170e, 8e82
170f, 3fe2
1710, 8388
1711, 8aff
1712, 843b
1713, a22a
1714, 5ff3
1715, 9477
1716, f394
1717, 9920
1718, a9d6
1719, 7527
171a, 4383
171b, c5c0
171c, cfc7
171d, 5e4e
171e, 9ec0
171f, 5f58
1720, 2c72
1721, 490b
1722, 42ef
1723, 4caf
1724, fae5
1725, 2233
1726, 40cb
1727, 20a8
1728, bd15
1729, 28a3
172a, f675
172b, b455
172c, 433f
172d, 487f
172e, 2938
172f, 23e2
1730, 8712
1731, 4091
1732, 4243
1733, 9d80
1734, 408c
1735, 79b6
1736, 39c1
1737, 907e
1738, 96ab
1739, 7046
173a, 391c
173b, fadb
173c, 9420
173d, 3873
173e, f9be
173f, b582
1740, e612
1741, 033d
1742, 5d20
1743, 6093
1744, 5650
1745, 820e
1746, 03a2
1747, 85c1
1748, 1273
1749, 8bc3
174a, 531c
174b, 12e9
174c, 3069
174d, 0d8f
174e, 8006
174f, e35b
1750, e94b
1751, c90a
1752, b861
1753, 6eee
1754, 480a
1755, 0e17
1756, 099d
1757, 33be
1758, 6666
1759, 13b6
175a, 5740
175b, d6ac
175c, def2
175d, 5870
175e, 5eaf
175f, 4fe4
1760, 2a58
1761, 26f0
1762, 2efb
1763, f905
1764, fb99
1765, b585
1766, 4c06
1767, bc0d
1768, 28e0
1769, b405
176a, fc59
176b, 4b96
176c, 4548
176d, 44ee
176e, bb8d
176f, f248
1770, 87b2
1771, 306d
1772, 4870
1773, 6c3f
1774, 35e5
1775, b4f5
1776, 6092
1777, 86a2
1778, 1d8f
1779, 81df
177a, 307f
177b, 8d20
177c, 4ca0
177d, 68ef
177e, 833b
177f, b94b
1780, e728
1781, 43f2
1782, 3e85
1783, a84c
1784, f583
1785, 73b7
1786, 3ca2
1787, 9640
1788, a09d
1789, 7c47
178a, 5713
178b, a96d
178c, a2bc
178d, 3125
178e, 9ab0
178f, e588
1790, 2078
1791, fc3d
1792, f455
1793, 40ce
1794, f7e9
1795, bf35
1796, f3ad
1797, b5ad
1798, b279
1799, bba5
179a, f579
179b, b8e9
179c, 490e
179d, fd15
179e, b73d
179f, 29e8
17a0, b7b4
17a1, 6996
17a2, 3879
17a3, 5e8c
17a4, 3749
17a5, d32d
17a6, a964
17a7, 061f
17a8, 56f2
17a9, d687
17aa, 49ba
17ab, 06dd
17ac, 0e55
17ad, a8e3
17ae, 5325
17af, 8948
17b0, 83e8
17b1, d3fc
17b2, eda7
17b3, 5060
17b4, 5dfc
17b5, 8543
17b6, 6306
17b7, e00d
17b8, d2e0
17b9, e205
17ba, 36e9
17bb, 6291
17bc, 3071
17bd, 3db9
17be, 8b41
17bf, 5e82
17c0, 2552
17c1, b595
17c2, bf92
17c3, f303
17c4, fe95
17c5, 2983
17c6, 4938
17c7, ba38
17c8, 24ee
17c9, be33
17ca, f955
17cb, 4efb
17cc, 4a82
17cd, 4253
17ce, 2288
17cf, f442
17d0, b62b
17d1, 3cad
17d2, 3d2c
17d3, 3fec
17d4, 3a85
17d5, c97d
17d6, ac32
17d7, 604c
17d8, 3597
17d9, 17e7
17da, 4c2f
17db, 650b
17dc, af45
17dd, ad55
17de, 65b0
17df, 8352
17e0, e3e4
17e1, bcdc
17e2, bddd
17e3, af8e
17e4, 443f
17e5, 6fb7
17e6, 5cc6
17e7, 6529
17e8, 6538
17e9, c916
17ea, 5a4e
17eb, 159f
17ec, 1f02
17ed, 5dba
17ee, 62cc
17ef, 4e5b
17f0, b342
17f1, 879a
17f2, 8f94
17f3, a4b9
17f4, 38fc
17f5, 9276
17f6, f097
17f7, fa2e
17f8, 4a68
17f9, 7a26
17fa, 464c
17fb, 23a5
17fc, 7ead
17fd, f24f
17fe, f2ce
17ff, 3f82
1800, 3824
1801, 30a1
1802, 382a
1803, 0ce4
1804, 3583
1805, e403
1806, 10f3
1807, ed74
1808, 0d94
1809, ecb3
180a, 3ba3
180b, ed7a
180c, 5c6a
180d, 1834
180e, e394
180f, 8954
1810, 3128
1811, 5a94
1812, 54ee
1813, c8f1
1814, 3a83
1815, 7917
1816, ecc3
1817, 9bf0
1818, c0f9
1819, 9887
181a, 31a3
181b, a5a6
181c, af1a
181d, e168
181e, 9510
181f, 8a58
1820, fdb2
1821, 47d8
1822, 4b23
1823, 4622
1824, f725
1825, bdd3
1826, b765
1827, 2828
1828, 41db
1829, 2023
182a, f165
182b, 21be
182c, f663
182d, bb62
182e, bcd8
182f, 2022
1830, 4b12
1831, f5c7
1832, fb7f
1833, 713d
1834, 437c
1835, 7c56
1836, b5ca
1837, 986e
1838, 7cd5
1839, 98e6
183a, 42ac
183b, ac68
183c, a1e9
183d, bbc4
183e, 9c2e
183f, b672
1840, 5d2b
1841, 6368
1842, 6dee
1843, 60e8
1844, 33b9
1845, eb65
1846, d3d5
1847, 82b6
1848, 6268
1849, 80be
184a, 5ed0
184b, d2b5
184c, 0005
184d, dd3b
184e, e56d
184f, 86b8
1850, f8b2
1851, 9907
1852, f8bc
1853, 8e91
1854, f7ec
1855, 1371
1856, 796f
1857, 6dc3
1858, 8693
1859, 6d41
185a, ff6c
185b, 66c1
185c, 6e43
185d, 7802
185e, 3373
185f, 29e2
1860, fd18
1861, 4696
1862, 4e4e
1863, f07b
1864, f689
1865, be95
1866, b3c9
1867, be7d
1868, f2cd
1869, b675
186a, fea9
186b, 2b40
186c, f595
186d, bdc8
186e, b69d
186f, 2388
1870, 487b
1871, 6038
1872, a88e
1873, ac8b
1874, 302e
1875, 21ce
1876, 1005
1877, 8d2b
1878, 6d3b
1879, bc15
187a, 3b65
187b, ddee
187c, 9c9e
187d, c89b
187e, e668
187f, b718
1880, 5b18
1881, f6c4
1882, 5d7e
1883, cb07
1884, 4613
1885, 7057
1886, b6af
1887, 9100
1888, c700
1889, 9de7
188a, fba3
188b, a736
188c, ab5a
188d, 8dab
188e, 9750
188f, 8618
1890, f8b8
1891, 4a66
1892, 41be
1893, 47b8
1894, fa29
1895, b165
1896, 2ad0
1897, bf2d
1898, 4f66
1899, b725
189a, ff69
189b, 2fb0
189c, f765
189d, 21db
189e, ba6d
189f, 2c28
18a0, 3878
18a1, 09cb
18a2, 0845
18a3, ee3d
18a4, 5970
18a5, 16e6
18a6, 19ce
18a7, 0dd5
18a8, e635
18a9, 0d5d
18aa, 3fc9
18ab, 3608
18ac, 3ee9
18ad, 1898
18ae, 66be
18af, e77b
18b0, 3d74
18b1, 6391
18b2, 3d7a
18b3, 0042
18b4, 364a
18b5, e29f
18b6, 13c3
18b7, e277
18b8, 02c2
18b9, e07f
18ba, 3eca
18bb, d24c
18bc, 50cc
18bd, 1d94
18be, e097
18bf, 8344
18c0, f812
18c1, 45f8
18c2, 4f83
18c3, fc74
18c4, f585
18c5, b4f3
18c6, b0ae
18c7, bd18
18c8, fdc8
18c9, bc13
18ca, fba5
18cb, 2e4e
18cc, fa93
18cd, b8a4
18ce, b3f8
18cf, 2982
18d0, 3d22
18d1, 0c98
18d2, 0de3
18d3, bf9d
18d4, 5c7e
18d5, c786
18d6, 1cf5
18d7, 6b00
18d8, 8500
18d9, a84d
18da, 31a5
18db, 3536
18dc, 4f89
18dd, 1d32
18de, 6059
18df, e6b4
18e0, fdb8
18e1, fc61
18e2, fdb9
18e3, 8f31
18e4, fae3
18e5, 1921
18e6, 7c03
18e7, 6bfa
18e8, 85fa
18e9, 6851
18ea, f163
18eb, 65f4
18ec, 6f53
18ed, 7d08
18ee, 651a
18ef, 23e8
18f0, 3172
18f1, 5797
18f2, 5f4f
18f3, cd96
18f4, 3c4c
18f5, 7316
18f6, e9cc
18f7, 9dae
18f8, c6ce
18f9, 9d86
18fa, 34cc
18fb, 43c8
18fc, ae79
18fd, e8c2
18fe, f31e
18ff, 8a42
1900, 7a76
1901, 13ff
1902, 1432
1903, 0303
1904, 6eac
1905, c320
1906, 0308
1907, dac6
1908, d44e
1909, de6a
190a, 03b9
190b, a432
190c, a35b
190d, 944e
190e, c427
190f, 6427
1910, d51d
1911, 19cc
1912, 1f6d
1913, 35fe
1914, 04cc
1915, eae5
1916, a5a1
1917, 25f2
1918, b283
1919, e2f5
191a, 951c
191b, 3f92
191c, 39eb
191d, 6219
191e, e442
191f, 04bd
1920, 7781
1921, aadd
1922, ae2c
1923, 6c30
1924, 9929
1925, d2a9
1926, a6fd
1927, d7f1
1928, 118c
1929, d839
192a, 9089
192b, ce1c
192c, 63a0
192d, a18c
192e, 75a1
192f, 7521
1930, d741
1931, f3a2
1932, 9e1c
1933, 5caf
1934, f573
1935, 2293
1936, 0ca2
1937, e9c1
1938, e41c
1939, e8c3
193a, 0773
193b, 2d8c
193c, f3ff
193d, 018c
193e, 2091
193f, 7571
1940, 1041
1941, 6066
1942, 62ee
1943, 490a
1944, 35be
1945, 1fc9
1946, 3094
1947, c764
1948, b8e3
1949, c80a
194a, 6073
194b, 1879
194c, 699e
194d, 324a
194e, 89c8
194f, 15b6
1950, 1a76
1951, 7cdc
1952, 7432
1953, 3cc9
1954, f4df
1955, 2a5f
1956, 6cc6
1957, 8c96
1958, 1449
1959, 849e
195a, 3a7e
195b, 9437
195c, fc27
195d, 644e
195e, 2157
195f, 9427
1960, cabd
1961, b5ce
1962, c2c6
1963, 95cc
1964, 42a5
1965, 191c
1966, f96b
1967, b3c2
1968, 227f
1969, cecc
196a, 4ab5
196b, 3fc4
196c, 6971
196d, 9fb0
196e, 8f12
196f, a21d
1970, 1c57
1971, 633b
1972, a485
1973, 4330
1974, 6320
1975, 1edc
1976, 33f7
1977, cc37
1978, b45c
1979, cd30
197a, 668c
197b, 1485
197c, 633f
197d, 345c
197e, 1aad
197f, ca1d
1980, dced
1981, a5c7
1982, 6270
1983, 3765
1984, 937c
1985, ee95
1986, 6797
1987, ecc2
1988, 887f
1989, e165
198a, 0c4c
198b, b24f
198c, 3595
198d, 68e0
198e, 2392
198f, d37d
1990, c08d
1991, 4968
1992, afb9
1993, 679a
1994, 4925
1995, c2ac
1996, a0c8
1997, 17a2
1998, 1873
1999, 18fc
199a, a015
199b, b273
199c, a5ca
199d, ab49
199e, b5a2
199f, c92d
19a0, 7c57
19a1, 0cad
19a2, 0485
19a3, 9c3f
19a4, 5a15
19a5, e4f5
19a6, fc32
19a7, 2ad7
19a8, 742f
19a9, 21df
19aa, 9c2f
19ab, d480
19ac, 5ca0
19ad, f45c
19ae, ecfd
19af, da1d
19b0, d5bd
19b1, 10ca
19b2, 1294
19b3, 0995
19b4, 32c3
19b5, c9ba
19b6, 006d
19b7, e9cb
19b8, d870
19b9, dfc0
19ba, 55b5
19bb, a861
19bc, a9e4
19bd, 02e5
19be, bfb4
19bf, 6271
19c0, c321
19c1, c3a0
19c2, c4a7
19c3, 03c9
19c4, 92a9
19c5, d929
19c6, 9a66
19c7, c3a1
19c8, 7e7a
19c9, 1ea9
19ca, aa29
19cb, 64a7
19cc, 6a2d
19cd, 9eba
19ce, df11
19cf, 9f11
19d0, c0ed
19d1, 699b
19d2, 62ef
19d3, a005
19d4, 6970
19d5, 820f
19d6, 4907
19d7, b762
19d8, c8ef
19d9, bb65
19da, a7ec
19db, 8870
19dc, 306c
19dd, 42e0
19de, 899b
19df, 15b7
19e0, 1521
19e1, c90f
19e2, c20b
19e3, 30da
19e4, af6c
19e5, b5e5
19e6, 69f8
19e7, 89f8
19e8, 8819
19e9, 8233
19ea, 6919
19eb, 4867
19ec, 40bd
19ed, 6253
19ee, bfe2
19ef, a2bd
19f0, 7311
19f1, eaaf
19f2, d4a7
19f3, 4393
19f4, 5fc3
19f5, e943
19f6, 43c4
19f7, 26f1
19f8, bd4a
19f9, 2ef3
19fa, f313
19fb, 51f7
19fc, 5a82
19fd, ae7a
19fe, e841
19ff, 0f71
1a00, 4b2a
1a01, 5dcc
1a02, 51b7
1a03, b1a9
1a04, b0c0
1a05, 4c17
1a06, 5020
1a07, 21b9
1a08, 86d6
1a09, f66a
1a0a, 47d6
1a0b, eb11
1a0c, e72a
1a0d, 271d
1a0e, 4dad
1a0f, b8c7
1a10, 3e53
1a11, e7aa
1a12, e8d6
1a13, 925f
1a14, 2933
1a15, d467
1a16, 46a1
1a17, 05dd
1a18, 993b
1a19, 9f10
1a1a, 3af8
1a1b, 7395
1a1c, 7492
1a1d, 3d19
1a1e, d3cc
1a1f, 2238
1a20, 51bf
1a21, fc6d
1a22, fdbc
1a23, 97f3
1a24, 530b
1a25, f9fe
1a26, 969b
1a27, eb13
1a28, 7b8e
1a29, 57d3
1a2a, 56c2
1a2b, 2829
1a2c, f0da
1a2d, 914f
1a2e, e25e
1a2f, f445
1a30, 482f
1a31, a5f7
1a32, 4b1c
1a33, f249
1a34, 37fd
1a35, 02b9
1a36, 69a2
1a37, 00c4
1a38, f098
1a39, 0b4a
1a3a, 49d7
1a3b, 9766
1a3c, 9fee
1a3d, 688f
1a3e, 5568
1a3f, 3f85
1a40, 9d85
1a41, 05e9
1a42, e0b6
1a43, 1bff
1a44, 9a3d
1a45, 4769
1a46, 0573
1a47, c27e
1a48, 15a2
1a49, a09e
1a4a, 93ab
1a4b, 153d
1a4c, 8bd0
1a4d, d044
1a4e, cfe9
1a4f, f120
1a50, fb7c
1a51, af3c
1a52, 4827
1a53, d358
1a54, 199a
1a55, 7efb
1a56, 6a40
1a57, ac66
1a58, 0629
1a59, a4ee
1a5a, 9597
1a5b, 0bca
1a5c, 0244
1a5d, 8c7d
1a5e, 76a0
1a5f, 88c1
1a60, 5e5e
1a61, 7599
1a62, 2bc6
1a63, 4c60
1a64, e09a
1a65, 3582
1a66, 9a36
1a67, 8de0
1a68, c4e0
1a69, 3305
1a6a, 5636
1a6b, a2fd
1a6c, 401d
1a6d, f129
1a6e, 3bf7
1a6f, e294
1a70, a84f
1a71, 56b0
1a72, 2c7d
1a73, d833
1a74, 476d
1a75, 46dc
1a76, 064f
1a77, cd85
1a78, d0f4
1a79, acff
1a7a, a09b
1a7b, e0d6
1a7c, 28a9
1a7d, dce2
1a7e, b120
1a7f, 4bbc
1a80, fb2e
1a81, f0a1
1a82, 5b19
1a83, f44c
1a84, 59f8
1a85, 9470
1a86, 07f4
1a87, 0697
1a88, f39d
1a89, 01ec
1a8a, f7d4
1a8b, 9a0b
1a8c, 9eef
1a8d, 085e
1a8e, 036d
1a8f, 5253
1a90, 5b73
1a91, 9906
1a92, f8b9
1a93, a0f5
1a94, 5006
1a95, 3535
1a96, 95c8
1a97, 821c
1a98, c215
1a99, 30af
1a9a, 55c1
1a9b, cf50
1a9c, 47d0
1a9d, 9b4e
1a9e, 8b50
1a9f, 52ee
1aa0, 6843
1aa1, 6980
1aa2, 871d
1aa3, e541
1aa4, a591
1aa5, 9455
1aa6, a92f
1aa7, f6fb
1aa8, 5043
1aa9, fe80
1aaa, 69c4
1aab, 00b9
1aac, d5e8
1aad, c752
1aae, 9cdd
1aaf, 4b7a
1ab0, 41b9
1ab1, 029a
1ab2, 5b71
1ab3, 8d60
1ab4, 73f0
1ab5, 4076
1ab6, 0359
1ab7, 7fe0
1ab8, 130d
1ab9, f760
1aba, aa06
1abb, 1287
1abc, 801c
1abd, e626
1abe, a296
1abf, 2dad
1ac0, ff85
1ac1, 26c0
1ac2, 21c7
1ac3, 46da
1ac4, e39f
1ac5, 5954
1ac6, f7dd
1ac7, 8e5e
1ac8, b129
1ac9, 4afe
1aca, 553b
1acb, fba6
1acc, f711
1acd, fb2c
1ace, 52f4
1acf, e402
1ad0, 6155
